geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
FBgn0038974,FBgn0038974,down - control,-0.24278017831108,0.0550483274576918,127,-0.373327787243249,-0.11223256937891,-4.41030980455622,6.43742523007695e-05
CG17111,FBgn0039048,down - control,-0.227788808738946,0.0472141721922995,127,-0.339757647250046,-0.115819970227846,-4.82458546156822,1.17388813543062e-05
GILT3,FBgn0039098,down - control,0.845847043363506,0.199579810530209,127,0.372541708594179,1.31915237813283,4.23813932439562,0.000126675276700516
FBgn0039308,FBgn0039308,down - control,-0.417576890925417,0.0784447676492926,127,-0.603609370435816,-0.231544411415018,-5.32319622377239,1.3347354909099e-06
FBgn0039461,FBgn0039461,down - control,0.140182103283466,0.0401475652727781,127,0.0449717873145099,0.235392419252422,3.49167134622024,0.00189977231389771
Tsp97E,FBgn0039465,down - control,-0.2797329608984,0.0670428372080431,128,-0.438710950654658,-0.120754971142142,-4.17245111555095,0.000162494038134509
CG14257,FBgn0039479,down - control,0.318879863862022,0.11178100472321,127,0.0537901951183871,0.583969532605657,2.85271960698176,0.0139297167461716
CG5646,FBgn0039525,down - control,0.277113889383676,0.0630452582991026,127,0.127601486272346,0.426626292495005,4.39547551806319,6.82898324084746e-05
FBgn0039529,FBgn0039529,down - control,-0.201945471765646,0.0495155381936319,127,-0.319372020667359,-0.0845189228639322,-4.07842627047559,0.000233396008647246
CG12259,FBgn0039557,down - control,-0.17714200514962,0.0418728505193834,127,-0.276443850763022,-0.0778401595362192,-4.2304739933485,0.000130494557109784
Prp39,FBgn0039600,down - control,-0.264919916060003,0.0480747804161049,127,-0.378929694796427,-0.15091013732358,-5.51057984596132,5.70710830705146e-07
