geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
CG17683,FBgn0262115,control - up,0.120436626745033,0.0422346501959021,127,0.0202767699101602,0.220596483579906,2.85160706165193,0.0139741308967785
kibra,FBgn0262127,control - up,0.138501497845565,0.0490343701322715,127,0.0222160433749835,0.254786952316146,2.82457993183053,0.0150928993905026
CG43091,FBgn0262537,control - up,0.414226941561061,0.0923505180827298,127,0.195216848500315,0.633237034621807,4.48537756106562,4.76486596108217e-05
CG43094,FBgn0262540,control - up,0.67480531575037,0.161026973828954,127,0.292928383647218,1.05668224785352,4.1906352687666,0.000152187049342833
Tmhs,FBgn0262624,control - up,-0.311209516088388,0.0742684390565566,127,-0.487337794380035,-0.135081237796741,-4.19033333730627,0.000152363930519539
Vha16-1,FBgn0262736,control - up,0.0799483012458832,0.0208853614659749,127,0.0304184766901305,0.129478125801636,3.82795870572458,0.000588226307973727
Mitf,FBgn0263112,control - up,0.158975490396871,0.0328355910655198,127,0.0811055877232124,0.236845393070529,4.84156018631285,1.0925220676139e-05
mEFG1,FBgn0263133,control - up,0.111754285673808,0.0465079331629447,127,0.00146029944023991,0.222048271907376,2.40290802178344,0.046285644142272
CG31688,FBgn0263355,control - up,-0.201728237678094,0.0578561258274969,127,-0.338934565965968,-0.0645219093902191,-3.48672218875429,0.00193165302290088
fok,FBgn0263773,control - up,-0.140833482806858,0.0551335952588556,127,-0.271583305104537,-0.0100836605091795,-2.55440411868002,0.0315015841829633
